lat,lon,Band1
-20.916666666677003,140.53333333303075,-1745.9995
-20.916666666677003,140.53749999969742,-2017.9607
-20.916666666677003,140.5416666663641,-1992.9858
-20.916666666677003,140.54583333303077,-1814.8005
-20.916666666677003,140.54999999969743,-1568.2754
-20.916666666677003,140.5541666663641,-1367.0322
-20.916666666677003,140.55833333303076,-1361.8973
-20.916666666677003,140.56249999969745,-1811.5164
-20.916666666677003,140.5666666663641,-2423.586
-20.916666666677003,140.57083333303078,-2994.8389
-20.916666666677003,140.57499999969747,-3347.9263
-20.916666666677003,140.57916666636413,-3374.4185
-20.916666666677003,140.5833333330308,-3218.9475
-20.916666666677003,140.58749999969746,-2963.146
-20.916666666677003,140.59166666636412,-2667.0505
-20.916666666677003,140.5958333330308,-2353.2324
-20.916666666677003,140.59999999969747,-2014.6437
-20.916666666677003,140.60416666636414,-1691.5856
-20.916666666677003,140.60833333303083,-1409.1926
-20.916666666677003,140.6124999996975,-1185.6765
-20.916666666677003,140.61666666636415,-1033.6458
-20.916666666677003,140.62083333303082,-959.51
-20.916666666677003,140.62499999969748,-920.8167
-20.916666666677003,140.62916666636417,-873.0057
-20.916666666677003,140.63333333303083,-770.0633
-20.916666666677003,140.6374999996975,-543.9932
-20.916666666677003,140.6416666663642,-263.02158
-20.916666666677003,140.64583333303085,33.5909
-20.916666666677003,140.6499999996975,292.15863
-20.916666666677003,140.65416666636418,435.1569
-20.916666666677003,140.65833333303084,279.0846
-20.916666666677003,140.66249999969753,39.552773
-20.916666666677003,140.6666666663642,-197.9743
-20.916666666677003,140.67083333303086,-412.60324
-20.916666666677003,140.67499999969755,-662.8244
-20.916666666677003,140.6791666663642,-878.71375
-20.916666666677003,140.68333333303087,-1050.0526
-20.916666666677003,140.68749999969754,-1182.3008
-20.916666666677003,140.6916666663642,-1288.8735
-20.916666666677003,140.6958333330309,-1338.4602
-20.916666666677003,140.69999999969755,-1377.2961
-20.916666666677003,140.70416666636422,-1373.4331
-20.916666666677003,140.7083333330309,-1228.108
-20.916666666677003,140.71249999969757,-793.4329
-20.916666666677003,140.71666666636423,131.36475
-20.916666666677003,140.7208333330309,1314.527
-20.916666666677003,140.72499999969756,2513.832
-20.916666666677003,140.72916666636425,3424.891
-20.916666666677003,140.7333333330309,3577.3113
-20.916666666677003,140.73749999969758,3334.6748
-20.916666666677003,140.74166666636427,2895.2598
-20.916666666677003,140.74583333303093,2393.2922
-20.916666666677003,140.7499999996976,1896.0435
-20.916666666677003,140.75416666636426,1349.8232
-20.916666666677003,140.75833333303092,896.23206
-20.916666666677003,140.7624999996976,575.9949
-20.916666666677003,140.76666666636427,456.03983
-20.916666666677003,140.77083333303094,636.3883
-20.916666666677003,140.77499999969763,1327.4752
-20.916666666677003,140.7791666663643,2197.7556
-20.916666666677003,140.78333333303095,3041.8591
-20.916666666677003,140.78749999969762,3708.159
-20.916666666677003,140.79166666636428,4064.1155
-20.916666666677003,140.79583333303097,4275.108
-20.916666666677003,140.79999999969763,4438.675
