Lon,Lat,Mag,Grav_1vd
140.7165139,-20.88319695,56.5235634,678.7012329
140.7173472,-20.88319695,29.642252,678.7012329
140.7181805,-20.88319695,12.5808773,678.7012329
140.7190138,-20.88319695,-2.998172,1102.001587
140.7198471,-20.88319695,-7.8210163,1102.001587
140.7206804,-20.88319695,-0.9848121,1102.001587
140.7215137,-20.88319695,-0.2246445,1102.001587
140.722347,-20.88319695,-12.3840313,1102.001587
140.7231803,-20.88319695,-25.0838718,1485.568604
140.7240136,-20.88319695,-27.9723148,1485.568604
140.7248469,-20.88319695,-6.5252733,1485.568604
140.7256802,-20.88319695,31.8273163,1485.568604
140.7265135,-20.88319695,48.9240952,1485.568604
140.7273468,-20.88319695,38.9655762,1807.98169
140.7281801,-20.88319695,22.5607853,1807.98169
140.7290134,-20.88319695,11.9613628,1807.98169
140.7298467,-20.88319695,10.3697271,1807.98169
140.73068,-20.88319695,16.9479904,1807.98169
140.7315133,-20.88319695,33.6182022,2093.807617
140.7323466,-20.88319695,59.5259895,2093.807617
140.7331799,-20.88319695,79.3093262,2093.807617
140.7340132,-20.88319695,79.1852951,2093.807617
140.7348465,-20.88319695,66.853508,2093.807617
140.7356798,-20.88319695,51.8655891,2180.067627
140.7365131,-20.88319695,32.2422714,2180.067627
140.7373464,-20.88319695,4.8124881,2180.067627
140.7381797,-20.88319695,-22.317625,2180.067627
140.739013,-20.88319695,-36.1948891,2180.067627
140.7398463,-20.88319695,-33.6260185,2128.773926
140.7406796,-20.88319695,-27.4821091,2128.773926
140.7415129,-20.88319695,-29.7333794,2128.773926
140.7423462,-20.88319695,-39.2316475,2128.773926
140.7431795,-20.88319695,-55.1770287,2128.773926
140.7440128,-20.88319695,-77.1429825,1961.804199
140.7448461,-20.88319695,-96.9445572,1961.804199
140.7456794,-20.88319695,-113.2092209,1961.804199
140.7465127,-20.88319695,-127.7130203,1961.804199
140.747346,-20.88319695,-136.1571198,1961.804199
140.7481793,-20.88319695,-131.1120605,1662.322754
140.7490126,-20.88319695,-116.8709641,1662.322754
140.7498459,-20.88319695,-105.7354813,1662.322754
140.7506792,-20.88319695,-100.8123474,1662.322754
140.7515125,-20.88319695,-96.4563751,1662.322754
140.7523458,-20.88319695,-96.1779404,1104.750977
140.7531791,-20.88319695,-110.5296173,1104.750977
140.7540124,-20.88319695,-132.4939423,1104.750977
140.7548457,-20.88319695,-141.9294586,1104.750977
140.755679,-20.88319695,-123.9394073,1104.750977
140.7565123,-20.88319695,-104.9119263,499.2305603
140.7573456,-20.88319695,-112.0781784,499.2305603
140.7581789,-20.88319695,-134.8223572,499.2305603
140.7590122,-20.88319695,-154.2877808,499.2305603
140.7598455,-20.88319695,-165.3044891,499.2305603
140.5323546,-20.88403025,687.00354,-2741.414063
140.5331879,-20.88403025,678.1835327,-2741.414063
140.5340212,-20.88403025,665.1924438,-2741.414063
140.5348545,-20.88403025,651.4960327,-2741.414063
140.5356878,-20.88403025,637.4822388,-2850.221191
140.5365211,-20.88403025,624.979126,-2850.221191
140.5373544,-20.88403025,613.7885132,-2850.221191
140.5381877,-20.88403025,605.4364624,-2850.221191
140.539021,-20.88403025,597.8781738,-2850.221191
140.5398543,-20.88403025,590.5320435,-2567.791748
